"Title","Type","Area","Source","PIC","Tel","href","Addr","Pos"
"中華聖潔會新豐教會","教會","台灣 - 新竹縣","財團法人基督教中華聖潔會","劉修泉 牧師","03-559-4007","https://church.oursweb.net/church.php?pkey=829490","304108新竹縣新豐鄉新庄路92號","{""lat"":""24.9022391"",""lng"":""120.98881970000002""}"
"竹東與神同行懷恩教會","教會","台灣 - 新竹縣","大溪懷恩教會","陳啟清 傳道","","https://church.oursweb.net/church.php?pkey=829671","310007新竹縣竹東鎮東林路194巷8號","{""lat"":""24.7375518"",""lng"":""121.09515959999999""}"
"社團法人新竹縣愛鄰社區關懷協會","社會關懷","台灣 - 新竹縣","新竹靈糧堂","","03-558-8577 ext 1219","https://church.oursweb.net/church.php?pkey=829711","302048新竹縣竹北市嘉勤南路86號","{""lat"":""24.821669"",""lng"":""121.01511759999994""}"
"社團法人新竹縣愛鄰社區關懷協會二重辦事處","社會關懷","台灣 - 新竹縣","社團法人新竹縣愛鄰社區關懷協會","","03-582-6151","https://church.oursweb.net/church.php?pkey=829713","310016新竹縣竹東鎮二重里中央路78號","{""lat"":""24.7690288"",""lng"":""121.05685640000002""}"
"充滿教會","教會","台灣 - 新竹縣","https://www.facebook.com/groups/314574241898450/","","03-595-5443","https://church.oursweb.net/church.php?pkey=829733","310001新竹縣竹東鎮朝陽路55號2樓","{""lat"":""24.7424462"",""lng"":""121.0859074""}"
"橫山鄉召會","教會","台灣 - 新竹縣","台灣眾召會臺北總執事室","","03-593-6587","https://church.oursweb.net/church.php?pkey=830747","312002新竹縣橫山鄉新興村新興街125號","{""lat"":""24.717079345898824"",""lng"":""121.14084425581973""}"
"台灣佳美生命建造協會","教育訓練","台灣 - 新竹縣","wonderful.life857@gmail.com","","03-667-2071","https://church.oursweb.net/church.php?pkey=828524","302058新竹縣竹北市十興路二段82號4樓之2","{""lat"":""24.8244822"",""lng"":""121.0348239""}"
"新埔鎮召會","教會","台灣 - 新竹縣","台灣眾召會臺北總執事室","","03-589-2254","https://church.oursweb.net/church.php?pkey=828666","305045新竹縣新埔鎮中正路279號","{""lat"":""24.827734684857113"",""lng"":""121.07893860555725""}"
"台灣基督長老教會八五山神愛教會","教會","台灣 - 新竹縣","台灣基督長老教會總會事務所","Yaway Asin 黃雁葦 傳道師","03-511-1138","https://church.oursweb.net/church.php?pkey=828869","313002新竹縣尖石鄉新樂村10鄰62-5號","{""lat"":""24.7222548"",""lng"":""121.27408130000003""}"
"中華家庭方舟協會","其他","台灣 - 新竹縣","homeark995@gmail.com","曾繼雄","03-667-6801","https://church.oursweb.net/church.php?pkey=829268","302050新竹縣竹北市自強三路11號5樓","{""lat"":""24.8186922"",""lng"":""121.01860069999998""}"
"台灣基督長老教會竹北教會六家禮拜堂","教會","台灣 - 新竹縣","台灣基督長老教會新竹中會事務所","林坤麟 牧師","03-550-1584","https://church.oursweb.net/church.php?pkey=829425","302044新竹縣竹北市光明六路東一段255號10樓","{""lat"":""24.8206333"",""lng"":""121.02687470000001""}"
"竹北水漾家教會","教會","台灣 - 新竹縣","ryscoachmaggie@gmail.com","錢美春","0958-009-272","https://church.oursweb.net/church.php?pkey=829506","302053新竹縣竹北市嘉豐十一路二段127巷15號2樓","{""lat"":""24.8070184"",""lng"":""121.03497279999999""}"
"竹北恩典城市","教會","台灣 - 新竹縣","whynotjolin@gmail.com","黃均宇 弟兄","0970-702-468","https://church.oursweb.net/church.php?pkey=829686","302044新竹縣竹北市莊敬五街45-1號","{""lat"":""24.822299"",""lng"":""121.02628800000002""}"
"社團法人新竹縣愛鄰社區關懷協會新埔辦事處","社會關懷","台灣 - 新竹縣","社團法人新竹縣愛鄰社區關懷協會","","03-588-7971","https://church.oursweb.net/church.php?pkey=829712","305045新竹縣新埔鎮中正路416巷9號","{""lat"":""24.828173"",""lng"":""121.0779824""}"
"社團法人新竹縣愛鄰社區關懷協會竹東辦事處","社會關懷","台灣 - 新竹縣","社團法人新竹縣愛鄰社區關懷協會","","03-595-5251","https://church.oursweb.net/church.php?pkey=829714","310007新竹縣竹東鎮東林路48號5樓","{""lat"":""24.736926"",""lng"":""121.089831""}"
"竹北市召會縣政會所","教會","台灣 - 新竹縣","台灣眾召會臺北總執事室","","03-550-3601","https://church.oursweb.net/church.php?pkey=829735","302005新竹縣竹北市縣政九路159號3樓","{""lat"":""24.828412"",""lng"":""121.01040799999998""}"
"佳美基督教會","教會","台灣 - 新竹縣","wonderful.life857@gmail.com","","03-667-2071","https://church.oursweb.net/church.php?pkey=830983","302058新竹縣竹北市十興路二段82號4樓之2","{""lat"":""24.8244822"",""lng"":""121.03482389999999""}"
"中華基督教關西上林教會","教會","台灣 - 新竹縣","","范揚碧 傳道","03-586-0199","https://church.oursweb.net/church.php?pkey=831209","","{}"
"新埔靈糧堂","教會","台灣 - 新竹縣","靈糧全球使徒性網絡","吳品杰 傳道","03-588-0301","https://church.oursweb.net/church.php?pkey=831309","305045新竹縣新埔鎮中正路416巷11號","{""lat"":""24.8282213"",""lng"":""121.0779938""}"
"新豐鄉召會","教會","台灣 - 新竹縣","台灣眾召會臺北總執事室","","03-557-9639","https://church.oursweb.net/church.php?pkey=830748","304033新竹縣新豐鄉松林街197號","{""lat"":""24.8718654"",""lng"":""120.99082569999996""}"
"卓越新竹行道會","教會","台灣 - 新竹縣","中華基督教行道會聯會","葉志遠 傳道","0933-746-210","https://church.oursweb.net/church.php?pkey=831027","302052新竹縣竹北市復興一街251號3樓之8","{""lat"":""24.8118143"",""lng"":""121.03518559999998""}"
"浸信會奔跑教會","教會","台灣 - 新竹縣","中華基督教浸信會聯會","李星九 牧師","03-582-1712","https://church.oursweb.net/church.php?pkey=831256","310019新竹縣竹東鎮富榮街95巷1號","{""lat"":""24.7787923"",""lng"":""121.0362143""}"
