"Title","Type","Area","Source","PIC","Tel","href","Addr","Pos"
"台灣基督長老教會嘉蘭教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","林美香 傳道師","089-751-107","https://church.oursweb.net/church.php?pkey=812936","964001台東縣金峰鄉嘉蘭村3鄰136號","{""lat"":""22.594203060607214"",""lng"":""120.96126285648347""}"
"台灣基督長老教會壽山教會","教會","台灣 - 桃園市","台灣基督長老教會總會事務所","卓延純 傳道師","03-329-2762","https://church.oursweb.net/church.php?pkey=812938","333028桃園市龜山區大同路409巷3號2樓","{""lat"":""24.9883155"",""lng"":""121.3491890""}"
"台灣基督長老教會壽豐教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","陳豐明 牧師","03-865-1648","https://church.oursweb.net/church.php?pkey=812941","974005花蓮縣壽豐鄉壽豐村中山路五段81巷3號","{""lat"":""23.8668250"",""lng"":""121.5081430""}"
"彰化主恩靈糧堂","教會","台灣 - 彰化縣","靈糧全球使徒性網絡","劉永行 牧師","04-726-2603","https://church.oursweb.net/church.php?pkey=812943","500003彰化縣彰化市三民路407號7樓","{""lat"":""24.0870620"",""lng"":""120.5389720""}"
"台灣基督長老教會彰化教會","教會","台灣 - 彰化縣","台灣基督長老教會總會事務所","林家宏 牧師","04-722-9712","https://church.oursweb.net/church.php?pkey=812945","500006彰化縣彰化市中華路195號","{""lat"":""24.0781307"",""lng"":""120.5392291""}"
"彰化聖教會","教會","台灣 - 彰化縣","台灣聖教會總會","陳彥碩","04-711-6461","https://church.oursweb.net/church.php?pkey=812948","500020彰化縣彰化市介壽南路61號","{""lat"":""24.0668850"",""lng"":""120.5472590""}"
"台灣基督長老教會旗山教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","蘇長勝 牧師","07-661-2159","https://church.oursweb.net/church.php?pkey=812951","842043高雄市旗山區中正路123號","{""lat"":""22.8619770"",""lng"":""120.5362580""}"
"台灣基督長老教會旗後教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","余一峰 牧師","07-571-1571","https://church.oursweb.net/church.php?pkey=812954","805001高雄市旗津區廟前路13號","{""lat"":""22.6119450"",""lng"":""120.2676290""}"
"Act30行動三十使徒中心","教會","台灣 - 台北市","act30act30@gmail.com","張典齊","02-2351-7654","https://church.oursweb.net/church.php?pkey=812957","100055台北市中正區重慶南路三段1號之4","{""lat"":""25.02941795262219"",""lng"":""121.51554785522535""}"
"GMC 桃園大溪榮美教會","教會","台灣 - 桃園市","https://www.facebook.com/glory.mission.international/","張以諾 牧師","03-380-6644","https://church.oursweb.net/church.php?pkey=812961","335010桃園市大溪區埔仁路377號","{""lat"":""24.9051363"",""lng"":""121.28086059999998""}"
"台灣基督長老教會榮桃教會","教會","台灣 - 桃園市","台灣基督長老教會總會事務所","蕭美珍 傳道師","03-450-7139","https://church.oursweb.net/church.php?pkey=812963","324026桃園市平鎮區太平西路37巷11弄1號","{""lat"":""24.9030130"",""lng"":""121.2474140""}"
"台灣基督長老教會漢民教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","王唯喬 傳道師","07-802-3929","https://church.oursweb.net/church.php?pkey=812965","812015高雄市小港區安和街10號","{""lat"":""22.5680620"",""lng"":""120.3615240""}"
"壽民路基督教會","教會","台灣 - 高雄市","cwyen99@gmail.com","鄢經文 長老","0912-872-612","https://church.oursweb.net/church.php?pkey=812940","811011高雄市楠梓區壽民路95巷4號","{""lat"":""22.7201330"",""lng"":""120.2956320""}"
"台灣基督長老教會彰山教會","教會","台灣 - 彰化縣","台灣基督長老教會總會事務所","黃謙舜 牧師","04-738-9077","https://church.oursweb.net/church.php?pkey=812942","500052彰化縣彰化市彰南路一段395巷19號","{""lat"":""24.088492"",""lng"":""120.56621399999995""}"
"彰化市基督教會","教會","台灣 - 彰化縣","500058彰化縣彰化市實踐路43號","","04-727-0487","https://church.oursweb.net/church.php?pkey=812944","500058彰化縣彰化市實踐路43號","{""lat"":""24.0835290"",""lng"":""120.5543310""}"
"彰化浸信會","教會","台灣 - 彰化縣","中華基督教浸信會聯會","王惠嵩 牧師","04-723-2784","https://church.oursweb.net/church.php?pkey=812946","500054彰化縣彰化市公園路一段10號","{""lat"":""24.0773579"",""lng"":""120.5444565""}"
"彰城聖教會","教會","台灣 - 彰化縣","台灣聖教會總會","陳正 牧師","04-724-9182","https://church.oursweb.net/church.php?pkey=812950","500021彰化縣彰化市陽明街161巷1號","{""lat"":""24.0857090"",""lng"":""120.5486590""}"
"旗山浸信會","教會","台灣 - 高雄市","中華基督教浸信會聯會","方文 傳道","07-661-5758","https://church.oursweb.net/church.php?pkey=812952","842047高雄市旗山區東新街21號","{""lat"":""22.8811236"",""lng"":""120.4825796""}"
"旗津基督教會喜信會","教會","台灣 - 高雄市","基督喜信會總會","石金輝","07-571-1878, 0921-902042","https://church.oursweb.net/church.php?pkey=812955","805003高雄市旗津區中洲三路319之2號","{""lat"":""22.6026070"",""lng"":""120.2762970""}"
"台灣基督長老教會榮星教會","教會","台灣 - 台北市","台灣基督長老教會總會事務所","符明勝 牧師","02-2541-9038","https://church.oursweb.net/church.php?pkey=812960","104609台北市中山區新生北路一段82號B1","{""lat"":""25.047504"",""lng"":""121.52977799999996""}"
"台灣基督長老教會榮峰教會","教會","台灣 - 桃園市","台灣基督長老教會總會事務所","劉德凱 傳道師","03-460-2207","https://church.oursweb.net/church.php?pkey=812962","324027桃園市平鎮區龍南路672號","{""lat"":""24.9157290"",""lng"":""121.2553860""}"
"財團法人台北市基督教以馬內利教會","教會","台灣 - 台北市","entailee@gmail.com","李恩泰 牧師","02-2303-1453","https://church.oursweb.net/church.php?pkey=812964","108050台北市萬華區中華路二段504巷45號1樓","{""lat"":""25.02463"",""lng"":""121.508376""}"
"台灣基督長老教會瑪家教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","孫子光 牧師","08-799-2022","https://church.oursweb.net/church.php?pkey=812967","903001屏東縣瑪家鄉瑪家村瑪卡扎亞街6巷7號","{""lat"":""22.6807315"",""lng"":""120.6832556""}"
"碧雲莊浸信會","教會","台灣 - 花蓮縣","中華基督教浸信會聯會","張甯甯 傳道","03-857-2842","https://church.oursweb.net/church.php?pkey=812969","970048花蓮縣花蓮市碧雲莊介林五街237號","{""lat"":""23.9956859"",""lng"":""121.5715501""}"
"台灣基督長老教會福昌教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","葉育仁 牧師","07-392-4074","https://church.oursweb.net/church.php?pkey=812971","807051高雄市三民區大慶街42號","{""lat"":""22.6515400"",""lng"":""120.3339190""}"
"基督教福音宣揚會北屯教會","教會","台灣 - 台中市","peitun406@yahoo.com.tw","林丰裕 牧師","04-2422-5915","https://church.oursweb.net/church.php?pkey=812974","406047台中市北屯區昌平路二段18之18號","{""lat"":""24.1843471"",""lng"":""120.6874614""}"
"福音浸信會坪林教會","教會","台灣 - 台中市","411013台中市太平區大興11街146號","阮勳 牧師","04-2393-6882","https://church.oursweb.net/church.php?pkey=812976","411013台中市太平區大興11街146號","{""lat"":""24.153642185753156"",""lng"":""120.72955060538789""}"
"福音浸信會新生南路教會","教會","台灣 - 台北市","xssr.church@gmail.com","","02-2702-3242","https://church.oursweb.net/church.php?pkey=812979","106090台北市大安區新生南路一段165巷5號之5","{""lat"":""25.034332"",""lng"":""121.53338""}"
"福音貴格會中崙教會","教會","台灣 - 台北市","105033台北市松山區光復北路85巷7號1樓","朱旭達","02-2764-0642","https://church.oursweb.net/church.php?pkey=812982","105033台北市松山區光復北路85巷7號1樓","{""lat"":""25.050647"",""lng"":""121.558431""}"
"台灣基督長老教會福堂教會","教會","台灣 - 新竹縣","台灣基督長老教會總會事務所","哈告．伍道 牧師","03-584-1724","https://church.oursweb.net/church.php?pkey=812986","313303新竹縣尖石鄉新樂村8鄰10號","{""lat"":""24.7360340"",""lng"":""121.2392290""}"
"台灣基督長老教會福澤教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","杜堅志 牧師","07-383-8499","https://church.oursweb.net/church.php?pkey=812988","807035高雄市三民區陽明路301巷1號","{""lat"":""22.6435760"",""lng"":""120.3419330""}"
"中華基督教綠島浸信會","教會","台灣 - 台東縣","中華基督教浸信會聯會","翁黃素秋 師母","089-67-1564","https://church.oursweb.net/church.php?pkey=812991","951001台東縣綠島鄉中寮村195號","{""lat"":""22.6743162"",""lng"":""121.47295880000001""}"
"台灣基督長老教會漁人教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","曾淵光 傳道師","089-731-617, 0937-175-214","https://church.oursweb.net/church.php?pkey=812966","952001台東縣蘭嶼鄉漁人村38號","{""lat"":""22.027"",""lng"":""121.543""}"
"台灣基督長老教會碧候教會","教會","台灣 - 宜蘭縣","台灣基督長老教會總會事務所","王平安 牧師","03-998-2492","https://church.oursweb.net/church.php?pkey=812968","272017宜蘭縣南澳鄉碧候村信義路陽明巷57號","{""lat"":""24.4750090"",""lng"":""121.7870970""}"
"台灣基督長老教會福山教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","林慶台 牧師","02-2661-6026","https://church.oursweb.net/church.php?pkey=812970","233002新北市烏來區福山里李茂岸34號","{""lat"":""24.775442516550555"",""lng"":""121.50219884159469""}"
"福音信義會中平教會","教會","台灣 - 桃園市","330057桃園市桃園區泰昌七街67-1號1樓","","03-370-3273","https://church.oursweb.net/church.php?pkey=812973","330057桃園市桃園區泰昌七街67-1號1樓","{""lat"":""24.9879510"",""lng"":""121.2933935""}"
"福音浸信會大直教會","教會","台灣 - 台北市","104036台北市中山區大直街52巷7號","侯覺 牧師","02-2533-3233","https://church.oursweb.net/church.php?pkey=812975","104036台北市中山區大直街52巷7號","{""lat"":""25.082601"",""lng"":""121.545766""}"
"福音浸信會台中教會","教會","台灣 - 台中市","404011台中市北區雙十路二段179號","張貴生 牧師","04-2233-5330","https://church.oursweb.net/church.php?pkey=812977","404011台中市北區雙十路二段179號","{""lat"":""24.1575780"",""lng"":""120.6905130""}"
"福音浸信會新城教會","教會","台灣 - 台中市","427012台中市潭子區大通街100號","","04-2532-1709","https://church.oursweb.net/church.php?pkey=812980","427012台中市潭子區大通街100號","{""lat"":""24.1921920"",""lng"":""120.6998380""}"
"高雄福音禮拜堂","教會","台灣 - 高雄市","https://www.facebook.com/gc4jesus","黃富弘 牧師","07-201-3221","https://church.oursweb.net/church.php?pkey=812984","801004高雄市前金區福音街23號","{""lat"":""22.6262207"",""lng"":""120.2954191""}"
"台灣基督教恩惠福音會福隆教會","教會","台灣 - 新北市","財團法人台灣基督教恩惠福音會","蔡錫安","02-2499-1048","https://church.oursweb.net/church.php?pkey=812987","228001新北市貢寮區龜壽谷街13號","{""lat"":""25.013680529140224"",""lng"":""121.95235966801454""}"
"台灣基督長老教會清水教會（太中）","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","曾正德 牧師","03-853-5911","https://church.oursweb.net/church.php?pkey=812989","973063花蓮縣吉安鄉福興一街46號","{""lat"":""23.9697800"",""lng"":""121.5605970""}"
"台灣基督長老教會翠巒教會","教會","台灣 - 南投縣","台灣基督長老教會總會事務所","張凱莉 牧師","04-2596-0270","https://church.oursweb.net/church.php?pkey=812993","546025南投縣仁愛鄉翠巒路16-1號","{""lat"":""24.179742"",""lng"":""121.20748""}"
"台灣基督長老教會艋舺教會","教會","台灣 - 台北市","台灣基督長老教會總會事務所","魏健祥 牧師","02-2361-9352","https://church.oursweb.net/church.php?pkey=812996","108011台北市萬華區貴陽街二段94號","{""lat"":""25.039668"",""lng"":""121.503344""}"
"台灣基督長老教會銅門教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","黃美英 牧師","03-864-1849","https://church.oursweb.net/church.php?pkey=812999","972011花蓮縣秀林鄉銅門103號","{""lat"":""24.0284490"",""lng"":""121.3770336""}"
"銅鑼神召會","教會","台灣 - 苗栗縣","財團法人基督教台灣神召會聯合會","黃羅以","037-98-1492","https://church.oursweb.net/church.php?pkey=813001","366006苗栗縣銅鑼鄉文化街62號","{""lat"":""24.4897370"",""lng"":""120.7873010""}"
"台灣基督長老教會鳳山西門教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","林志遠","07-743-5263","https://church.oursweb.net/church.php?pkey=813003","830029高雄市鳳山區自立街44號","{""lat"":""22.6285940"",""lng"":""120.3548330""}"
"台灣基督長老教會鳳山教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","潘恩盛 牧師","07-7462676","https://church.oursweb.net/church.php?pkey=813005","830024高雄市鳳山區中正路172號","{""lat"":""22.6283084"",""lng"":""120.3605287""}"
"台灣基督長老教會鳳山厝教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","蔡加發 牧師","07-615-1920","https://church.oursweb.net/church.php?pkey=813007","824005高雄市燕巢區鳳雄里鳳旗路197巷12弄2號","{""lat"":""22.7576660"",""lng"":""120.3585800""}"
"鳳山神召會","教會","台灣 - 高雄市","中國神召會台灣區議會","林忠信","07-746-5315","https://church.oursweb.net/church.php?pkey=813009","830031高雄市鳳山區新生街118號","{""lat"":""22.6268640"",""lng"":""120.3555190""}"
"台灣基督長老教會鳳林教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","呂羅家琴 牧師","03-876-3477","https://church.oursweb.net/church.php?pkey=813011","975005花蓮縣鳳林鎮大同街29號","{""lat"":""23.7469530"",""lng"":""121.4482950""}"
"台灣基督長老教會鳳屏教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","林志遠 牧師","07-701-3605","https://church.oursweb.net/church.php?pkey=813013","831115高雄市大寮區後庄里成功路22巷1號","{""lat"":""22.6362550"",""lng"":""120.3918370""}"
"翠柏基督教會","教會","台灣 - 新北市","221039新北市汐止區永春一路5號","張月如","02-2645-1361","https://church.oursweb.net/church.php?pkey=812992","221039新北市汐止區永春一路5號","{""lat"":""25.112453"",""lng"":""121.60257""}"
"台灣基督長老教會舞鶴教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","03-887-1739","https://church.oursweb.net/church.php?pkey=812995","978005花蓮縣瑞穗鄉舞鶴村138號","{""lat"":""23.4628424"",""lng"":""121.3598812""}"
"台灣基督長老教會蒙恩教會","教會","台灣 - 台中市","台灣基督長老教會總會事務所","林鴻祐","04-2380-0015","https://church.oursweb.net/church.php?pkey=812997","408007台中市南屯區惠文路300號","{""lat"":""24.1421990"",""lng"":""120.6431770""}"
"台灣基督長老教會銅鑼教會","教會","台灣 - 苗栗縣","台灣基督長老教會總會事務所","詹小娜 傳道師","037-98-2110","https://church.oursweb.net/church.php?pkey=813000","366006苗栗縣銅鑼鄉平陽路28號","{""lat"":""24.4912730"",""lng"":""120.7885120""}"
"台灣基督長老教會鳳山北門教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","","07-746-5924","https://church.oursweb.net/church.php?pkey=813002","830008高雄市鳳山區力行路52號","{""lat"":""22.6390580"",""lng"":""120.3659630""}"
"台灣基督長老教會鳳山東門教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","葉志光 牧師","07-702-4928","https://church.oursweb.net/church.php?pkey=813004","830072高雄市鳳山區仁愛路40巷8號","{""lat"":""22.6236840"",""lng"":""120.3730960""}"
"台灣基督長老教會鳳山南門教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","謝偉凡 牧師","07-763-5406","https://church.oursweb.net/church.php?pkey=813006","830039高雄市鳳山區國隆路1號","{""lat"":""22.6155270"",""lng"":""120.3480330""}"
"財團法人中華基督教鳳山浸信會","教會","台灣 - 高雄市","中華基督教浸信會聯會","","07-777-8850","https://church.oursweb.net/church.php?pkey=813008","830014高雄市鳳山區文中街201號","{""lat"":""22.6413963"",""lng"":""120.3546875""}"
"台灣聖教會鳳山教會","教會","台灣 - 高雄市","台灣聖教會總會","","07-746-3880","https://church.oursweb.net/church.php?pkey=813010","830022高雄市鳳山區長明街80號","{""lat"":""22.6202590"",""lng"":""120.3571950""}"
"台灣基督長老教會鳳信教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","張翠美 牧師","03-876-2434","https://church.oursweb.net/church.php?pkey=813012","975004花蓮縣鳳林鎮中正路一段275號","{""lat"":""23.7354367"",""lng"":""121.4442321""}"
"台灣基督長老教會漚汪教會","教會","台灣 - 台南市","台灣基督長老教會總會事務所","","06-794-0271","https://church.oursweb.net/church.php?pkey=813015","725035台南市將軍區忠興里12之1號","{""lat"":""23.2018481"",""lng"":""120.1632603""}"
"台灣基督長老教會奇美教會（布中）","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","03-899-1063","https://church.oursweb.net/church.php?pkey=813017","978004花蓮縣瑞穗鄉奇美村奇義80號","{""lat"":""23.500554000"",""lng"":""121.446517000""}"
"台灣基督長老教會宜昌教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","03-854-1949","https://church.oursweb.net/church.php?pkey=813019","973049花蓮縣吉安鄉宜昌村宜昌二街35號","{""lat"":""23.9727110"",""lng"":""121.5861040""}"
"宜蘭浸信會","教會","台灣 - 宜蘭縣","中華基督教浸信會聯會","張啟煒 牧師","03-933-0320","https://church.oursweb.net/church.php?pkey=813023","260010宜蘭縣宜蘭市軍民路5巷66號","{""lat"":""24.7497940"",""lng"":""121.7486260""}"
"台灣基督長老教會宜灣教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","林碧玉 牧師","089-871-146","https://church.oursweb.net/church.php?pkey=813025","961001台東縣成功鎮博愛里宜灣路11號","{""lat"":""23.2836605"",""lng"":""121.4282677""}"
"岡山浸信會","教會","台灣 - 高雄市","中華基督教浸信會聯會","張堅石 牧師","07-625-0650","https://church.oursweb.net/church.php?pkey=813027","820008高雄市岡山區介壽西路54號","{""lat"":""22.7844730"",""lng"":""120.2835380""}"
"岡山錫安堂恩光教會","教會","台灣 - 高雄市","820004高雄市岡山區大義二路326號","韓明景 牧師","07-625-4670","https://church.oursweb.net/church.php?pkey=813029","820004高雄市岡山區大義二路326號","{""lat"":""22.798308"",""lng"":""120.29341899999997""}"
"財團法人臺北市中華基督教劍潭浸信會","教會","台灣 - 台北市","中華基督教浸信會聯會","李純求 牧師","02-2885-2654","https://church.oursweb.net/church.php?pkey=813033","111055台北市士林區承德路四段12巷71號","{""lat"":""25.081241"",""lng"":""121.519062""}"
"台灣基督長老教會墩仔腳教會","教會","台灣 - 台中市","台灣基督長老教會總會事務所","李君益 牧師","04-2556-2671","https://church.oursweb.net/church.php?pkey=813035","421010台中市后里區福音路144號","{""lat"":""24.3066430"",""lng"":""120.7100320""}"
"台灣基督長老教會德生教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","王道仁 牧師","07-231-1038","https://church.oursweb.net/church.php?pkey=813038","800005高雄市新興區德生街54號","{""lat"":""22.6254340"",""lng"":""120.3058380""}"
"台灣基督長老教會鳳原教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","林金美 傳道師","07-745-0925","https://church.oursweb.net/church.php?pkey=813014","830017高雄市鳳山區瑞興路135巷3號","{""lat"":""22.6259270"",""lng"":""120.3662110""}"
"台灣基督長老教會坪頂教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","許玉盛 傳道士","03-885-1676","https://church.oursweb.net/church.php?pkey=813016","981008花蓮縣玉里鎮東豐隸芬74-3號","{""lat"":""23.364481000"",""lng"":""121.349720000""}"
"台灣基督長老教會奇美教會（美中）","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","0958-450-817","https://church.oursweb.net/church.php?pkey=813018","978004花蓮縣瑞穗鄉奇美村24號","{""lat"":""23.494205"",""lng"":""121.445218""}"
"台灣基督長老教會宜蘭教會","教會","台灣 - 宜蘭縣","台灣基督長老教會總會事務所","楊啟仁 牧師","03-933-1851","https://church.oursweb.net/church.php?pkey=813022","260002宜蘭縣宜蘭市新民路108號","{""lat"":""24.7573090"",""lng"":""121.7554970""}"
"財團法人基督教會宜蘭錫安堂","教會","台灣 - 宜蘭縣","yilan.zion@gmail.com","賴學賢 傳道","03-935-2405","https://church.oursweb.net/church.php?pkey=813024","260006宜蘭縣宜蘭市中山路二段202巷21號","{""lat"":""24.7673030"",""lng"":""121.7555730""}"
"台灣基督長老教會岡山教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","蔡維恩 牧師","07-621-3570","https://church.oursweb.net/church.php?pkey=813026","820011高雄市岡山區岡山路436號","{""lat"":""22.7967850"",""lng"":""120.2960080""}"
"岡山聖教會","教會","台灣 - 高雄市","台灣聖教會總會","林德勇 傳道","07-622-8442","https://church.oursweb.net/church.php?pkey=813028","820112高雄市岡山區竹圍南街7號","{""lat"":""22.7998341"",""lng"":""120.30094180000003""}"
"台灣基督長老教會岡林教會","教會","台灣 - 台南市","台灣基督長老教會總會事務所","劉哲民 牧師","06-573-0051","https://church.oursweb.net/church.php?pkey=813031","713002台南市左鎮區岡林里47號","{""lat"":""23.0152113"",""lng"":""120.4184782""}"
"台灣基督長老教會劍橋教會","教會","台灣 - 台北市","台灣基督長老教會總會事務所","周約翰 牧師","02-2881-2424","https://church.oursweb.net/church.php?pkey=813034","111057台北市士林區福港街244巷3號","{""lat"":""25.085983"",""lng"":""121.517214""}"
"台灣基督長老教會德文教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","李耀光 牧師","08-799-6003","https://church.oursweb.net/church.php?pkey=813037","901002屏東縣三地門鄉德文村上北巴巷57號","{""lat"":""22.682861921793"",""lng"":""120.4874633290""}"
"台灣基督長老教會德光教會","教會","台灣 - 台南市","台灣基督長老教會總會事務所","羅啟宗 牧師","06-260-1360","https://church.oursweb.net/church.php?pkey=813041","701021台南市東區德光街63號","{""lat"":""22.9813530"",""lng"":""120.2230347""}"
"台灣基督長老教會德賢教會","教會","台灣 - 高雄市","台灣基督長老教會總會事務所","陳登元 牧師","07-361-2040","https://church.oursweb.net/church.php?pkey=813043","811017高雄市楠梓區高楠公路1868巷1號","{""lat"":""22.7308021"",""lng"":""120.3211144""}"
"台灣基督長老教會樟原教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","曾德榮 牧師","089-881-007","https://church.oursweb.net/church.php?pkey=813045","962003台東縣長濱鄉樟原村樟原67-1號","{""lat"":""23.4252212"",""lng"":""121.4570447""}"
"台灣基督長老教會樂合教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","03-888-9132","https://church.oursweb.net/church.php?pkey=813048","981007花蓮縣玉里鎮樂合里樂合22號","{""lat"":""23.3198210"",""lng"":""121.3449150""}"
"台灣基督長老教會澄山教會","教會","台灣 - 台南市","台灣基督長老教會總會事務所","黃主恩 牧師","06-573-1877","https://church.oursweb.net/church.php?pkey=813050","713001台南市左鎮區澄山里116號","{""lat"":""23.0287320"",""lng"":""120.3925467""}"
"台灣基督長老教會潭子教會","教會","台灣 - 台中市","台灣基督長老教會總會事務所","李明俊 牧師","04-2536-9682","https://church.oursweb.net/church.php?pkey=813053","427017台中市潭子區中山路二段241巷26號","{""lat"":""24.2099241"",""lng"":""120.70481389999998""}"
"潭子聖教會","教會","台灣 - 台中市","台灣聖教會總會","王宏仁 牧師","04-2533-1349","https://church.oursweb.net/church.php?pkey=813055","427018台中市潭子區中山路二段335號","{""lat"":""24.2124314"",""lng"":""120.7053806""}"
"台灣基督長老教會潮州教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","林鑠聰 牧師","08-788-2381","https://church.oursweb.net/church.php?pkey=813057","920006屏東縣潮州鎮光華里永安路32號","{""lat"":""22.5483259"",""lng"":""120.5472470""}"
"潮州聖教會","教會","台灣 - 屏東縣","台灣聖教會總會","李仁愛","08-788-3941","https://church.oursweb.net/church.php?pkey=813059","920009屏東縣潮州鎮延平路51號","{""lat"":""22.5528760"",""lng"":""120.5401550""}"
"台灣基督長老教會潮原教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","李紫嫴‧撒謎漾 傳道師","08-786-2807","https://church.oursweb.net/church.php?pkey=813061","920002屏東縣潮州鎮光春路239之1號","{""lat"":""22.5439730"",""lng"":""120.5470720""}"
"德生堂教會","教會","台灣 - 台北市","dst@seed.net.tw","何瑞峰 牧師","02-2861-2835","https://church.oursweb.net/church.php?pkey=813040","111095台北市士林區華岡路21號B1-3","{""lat"":""25.138054"",""lng"":""121.542942""}"
"台灣基督長老教會德高教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","朱惠君 傳道師","089-931-679","https://church.oursweb.net/church.php?pkey=813042","956004台東縣關山鎮德高里東庄75號","{""lat"":""23.0851240"",""lng"":""121.1882189""}"
"台灣基督長老教會慶豐教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","冬鴻恩 牧師","03-852-5940","https://church.oursweb.net/church.php?pkey=813044","973045花蓮縣吉安鄉慶豐村吉安路二段373號","{""lat"":""23.9804350"",""lng"":""121.5677300""}"
"台灣基督長老教會樟樹教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","劉阿春 牧師","02-2647-2931","https://church.oursweb.net/church.php?pkey=813046","221007新北市汐止區樟樹一路252巷1號","{""lat"":""25.067359"",""lng"":""121.642736""}"
"台灣基督長老教會樂野教會","教會","台灣 - 嘉義縣","台灣基督長老教會總會事務所","安淑美 牧師","05-256-1855","https://church.oursweb.net/church.php?pkey=813049","605031嘉義縣阿里山鄉樂野村37號","{""lat"":""23.4652414"",""lng"":""120.7177509""}"
"澄清湖浸信會","教會","台灣 - 高雄市","中華基督教浸信會聯會","陳美幸 牧師","07-777-7542","https://church.oursweb.net/church.php?pkey=813051","830009高雄市鳳山區文安街18號","{""lat"":""22.6427297"",""lng"":""120.3477887""}"
"潭子浸信會","教會","台灣 - 台中市","中華基督教浸信會聯會","李家文 傳道","04-2532-9880","https://church.oursweb.net/church.php?pkey=813054","427011台中市潭子區潭子街三段潭秀巷53號","{""lat"":""24.2164551"",""lng"":""120.70592149999993""}"
"台灣基督長老教會潭南教會","教會","台灣 - 南投縣","台灣基督長老教會總會事務所","辛潭明 牧師","049-274-1460","https://church.oursweb.net/church.php?pkey=813056","556005南投縣信義鄉潭南村和平巷48號","{""lat"":""23.8218530"",""lng"":""120.9406540""}"
"潮州新生教會","教會","台灣 - 屏東縣","920004屏東縣潮州鎮信義路35號","江明道 牧師","08-788-4081","https://church.oursweb.net/church.php?pkey=813058","920004屏東縣潮州鎮信義路35號","{""lat"":""22.5478237"",""lng"":""120.53638720000004""}"
"台灣基督長老教會潮南教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","陳佳佳 牧師","08-788-3095","https://church.oursweb.net/church.php?pkey=813060","920013屏東縣潮州鎮興美路24號","{""lat"":""22.5124050"",""lng"":""120.5371410""}"
"財團法人中華基督教澎湖浸信會","教會","台灣 - 澎湖縣","中華基督教浸信會聯會","吳正一 牧師","06-927-0414","https://church.oursweb.net/church.php?pkey=813064","880006澎湖縣馬公市光復路257號1樓","{""lat"":""23.574818498923626"",""lng"":""119.57376674106979""}"
"台灣基督長老教會磐石教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","梁景龍 牧師","08-734-5596","https://church.oursweb.net/church.php?pkey=813067","900070屏東縣屏東市信義路190號","{""lat"":""22.6819060"",""lng"":""120.4903560""}"
"台灣基督長老教會磐頂教會","教會","台灣 - 台中市","台灣基督長老教會總會事務所","簡孟正 牧師","04-2631-2522","https://church.oursweb.net/church.php?pkey=813069","434019台中市龍井區遊園南路361巷15號","{""lat"":""24.177755"",""lng"":""120.583164""}"
"台灣基督長老教會岡界教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","","03-870-6201","https://church.oursweb.net/church.php?pkey=813071","976007花蓮縣光復鄉大興村民權街62之1號","{""lat"":""23.6342947"",""lng"":""121.3940207""}"
