"Title","Type","Price","Area","Msg","Review","href","Enhance"
"獨立套房出租鄰敦化國中近捷運南京復興站","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","屋主王太太/12分鐘內更新/1條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11190152.html","黄金曝光"
"古亭/台電大樓，套房，獨立陽台，生活機能","獨立套房   |  6坪   |  樓層：頂樓加蓋/4","10,998 元/月","大安區-泰順街16巷","仲介吳先生/6小時內更新/145人瀏覽","145人","https://rent.591.com.tw/rent-detail-11277612.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11261356.html","Normal"
"小巨蛋、機能採光、乾濕分離、住商混","獨立套房   |  9坪   |  樓層：11/12","14,500 元/月","松山區-南京東路四段","仲介吳先生/6小時內更新/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-11263697.html","Normal"
"低價套房/交通/機能佳/可貓/電梯","獨立套房   |  6坪   |  樓層：15/15","9,500 元/月","松山區-長安東路二段","仲介吳先生/6小時內更新/151人瀏覽","151人","https://rent.591.com.tw/rent-detail-11244672.html","Normal"
"六張犁/靜巷/舒適/二樓免爬高","獨立套房   |  4坪   |  樓層：2/4","9,499 元/月","大安區-臥龍街195巷","仲介吳先生/6小時內更新/50人瀏覽","50人","https://rent.591.com.tw/rent-detail-11238604.html","Normal"
"信義安和站一分鐘、廚房、代收垃圾、電梯","獨立套房   |  8坪   |  樓層：5/14","13,000 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11233182.html","Normal"
"師大搶手套房/可寵/上班族學生手刀詢問","獨立套房   |  4坪   |  樓層：3/5","11,800 元/月","大安區-師大路","仲介吳先生/6小時內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11240098.html","Normal"
"信義安和站一分鐘，代收垃圾，大空間，廚房","獨立套房   |  6坪   |  樓層：5/14","11,999 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/1條問答/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11233179.html","Normal"
"麟光站對面/機能好套房/對外窗採光好","獨立套房   |  9坪   |  樓層：5/5","14,500 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11259634.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11261360.html","Normal"
"國父紀念館、忠孝圓環、採光、台水台電","獨立套房   |  6坪   |  樓層：6/7","13,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11270473.html","Normal"
"國父紀念館、忠孝圓環、誠品、採光","獨立套房   |  6坪   |  樓層：6/7","12,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11271207.html","Normal"
"忠孝復興、可貓、採光、垃圾代收","獨立套房   |  7坪   |  樓層：4/4","13,999 元/月","大安區-敦化南路一段160巷","仲介吳先生/6小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11280451.html","Normal"
"大安/信義安和，限女性，新裝潢，獨立陽台","獨立套房   |  7坪   |  樓層：3/4","13,499 元/月","大安區-四維路","仲介吳先生/6小時內更新/81人瀏覽","81人","https://rent.591.com.tw/rent-detail-11282265.html","Normal"
"近捷運古亭站【師大首選】大空間*傢俱齊全","獨立套房   |  7坪   |  樓層：4/4","14,497 元/月","大安區-金山南路二段185巷","仲介羅先生/6小時內更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11248681.html","Normal"
"*六張犁*對外窗*飲水機*生活機能優","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷24號","仲介邰先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11237897.html","Normal"
"*古亭站*對外窗*師大夜市*生活機能佳","獨立套房   |  5.5坪   |  樓層：頂樓加蓋/4","11,000 元/月","大安區-泰順街16巷12號","仲介邰先生/6小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11237846.html","Normal"
"南京三民*獨立洗衣機*對外窗*可養寵","獨立套房   |  5.5坪   |  樓層：4/5","15,000 元/月","松山區-南京東路五段251巷","仲介邰先生/6小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11238482.html","Normal"
"*古亭站*對外窗*師大夜市*生活便利","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷17號","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11213351.html","Normal"
"*六張犁*大對外窗*浴缸*採光好*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介梁先生/6小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11237834.html","Normal"
"*忠孝敦化站*對外窗*垃圾代收*","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介梁先生/6小時內更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11253059.html","Normal"
"*六張犁*對外窗*有浴缸*採光佳*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11237885.html","Normal"
"忠孝敦化站*垃圾代收*採光佳*獨立洗衣機","獨立套房   |  6坪   |  樓層：6/7","12,500 元/月","大安區-仁愛路四段345巷","仲介梁先生/6小時內更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11252955.html","Normal"
"獨立洗衣機*南京復興*小陽台*曬衣空間","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","仲介邰先生/6小時內更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11264332.html","Normal"
"麟光站，採光，二樓免爬高，可影片看房","獨立套房   |  7坪   |  樓層：2/4","11,499 元/月","大安區-樂業街159巷","仲介吳先生/6小時內更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11238258.html","Normal"
"忠孝復興、溫馨、機能強、採光優質套房","獨立套房   |  6坪   |  樓層：2/5","11,499 元/月","大安區-市民大道四段","仲介吳先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11270451.html","Normal"
"麟光站、機能強、裝潢、對外窗","獨立套房   |  4坪   |  樓層：頂樓加蓋/5","9,499 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/130人瀏覽","130人","https://rent.591.com.tw/rent-detail-11261072.html","Normal"
"麟光站、機能強、對外窗、裝潢、溫馨","獨立套房   |  5坪   |  樓層：頂樓加蓋/5","10,999 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/36人瀏覽","36人","https://rent.591.com.tw/rent-detail-11260894.html","Normal"
"南京三民、松山車站，機能強，舒適","獨立套房   |  4坪   |  樓層：7/12","9,499 元/月","松山區-基隆路一段","仲介吳先生/6小時內更新/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11233193.html","Normal"
"古亭/台電大樓，套房，獨立陽台，生活機能","獨立套房   |  6坪   |  樓層：頂樓加蓋/4","10,998 元/月","大安區-泰順街16巷","仲介吳先生/6小時內更新/145人瀏覽","145人","https://rent.591.com.tw/rent-detail-11277612.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11261356.html","Normal"
"小巨蛋、機能採光、乾濕分離、住商混","獨立套房   |  9坪   |  樓層：11/12","14,500 元/月","松山區-南京東路四段","仲介吳先生/6小時內更新/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-11263697.html","Normal"
"低價套房/交通/機能佳/可貓/電梯","獨立套房   |  6坪   |  樓層：15/15","9,500 元/月","松山區-長安東路二段","仲介吳先生/6小時內更新/151人瀏覽","151人","https://rent.591.com.tw/rent-detail-11244672.html","Normal"
"六張犁/靜巷/舒適/二樓免爬高","獨立套房   |  4坪   |  樓層：2/4","9,499 元/月","大安區-臥龍街195巷","仲介吳先生/6小時內更新/50人瀏覽","50人","https://rent.591.com.tw/rent-detail-11238604.html","Normal"
"信義安和站一分鐘、廚房、代收垃圾、電梯","獨立套房   |  8坪   |  樓層：5/14","13,000 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11233182.html","Normal"
"師大搶手套房/可寵/上班族學生手刀詢問","獨立套房   |  4坪   |  樓層：3/5","11,800 元/月","大安區-師大路","仲介吳先生/6小時內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11240098.html","Normal"
"信義安和站一分鐘，代收垃圾，大空間，廚房","獨立套房   |  6坪   |  樓層：5/14","11,999 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/1條問答/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11233179.html","Normal"
"麟光站對面/機能好套房/對外窗採光好","獨立套房   |  9坪   |  樓層：5/5","14,500 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11259634.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11261360.html","Normal"
"國父紀念館、忠孝圓環、採光、台水台電","獨立套房   |  6坪   |  樓層：6/7","13,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11270473.html","Normal"
"國父紀念館、忠孝圓環、誠品、採光","獨立套房   |  6坪   |  樓層：6/7","12,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11271207.html","Normal"
"忠孝復興、可貓、採光、垃圾代收","獨立套房   |  7坪   |  樓層：4/4","13,999 元/月","大安區-敦化南路一段160巷","仲介吳先生/6小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11280451.html","Normal"
"大安/信義安和，限女性，新裝潢，獨立陽台","獨立套房   |  7坪   |  樓層：3/4","13,499 元/月","大安區-四維路","仲介吳先生/6小時內更新/81人瀏覽","81人","https://rent.591.com.tw/rent-detail-11282265.html","Normal"
"近捷運古亭站【師大首選】大空間*傢俱齊全","獨立套房   |  7坪   |  樓層：4/4","14,497 元/月","大安區-金山南路二段185巷","仲介羅先生/6小時內更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11248681.html","Normal"
"*六張犁*對外窗*飲水機*生活機能優","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷24號","仲介邰先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11237897.html","Normal"
"*古亭站*對外窗*師大夜市*生活機能佳","獨立套房   |  5.5坪   |  樓層：頂樓加蓋/4","11,000 元/月","大安區-泰順街16巷12號","仲介邰先生/6小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11237846.html","Normal"
"南京三民*獨立洗衣機*對外窗*可養寵","獨立套房   |  5.5坪   |  樓層：4/5","15,000 元/月","松山區-南京東路五段251巷","仲介邰先生/6小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11238482.html","Normal"
"*古亭站*對外窗*師大夜市*生活便利","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷17號","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11213351.html","Normal"
"*六張犁*大對外窗*浴缸*採光好*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介梁先生/6小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11237834.html","Normal"
"*忠孝敦化站*對外窗*垃圾代收*","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介梁先生/6小時內更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11253059.html","Normal"
"*六張犁*對外窗*有浴缸*採光佳*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11237885.html","Normal"
"忠孝敦化站*垃圾代收*採光佳*獨立洗衣機","獨立套房   |  6坪   |  樓層：6/7","12,500 元/月","大安區-仁愛路四段345巷","仲介梁先生/6小時內更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11252955.html","Normal"
"獨立洗衣機*南京復興*小陽台*曬衣空間","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","仲介邰先生/6小時內更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11264332.html","Normal"
"麟光站，採光，二樓免爬高，可影片看房","獨立套房   |  7坪   |  樓層：2/4","11,499 元/月","大安區-樂業街159巷","仲介吳先生/6小時內更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11238258.html","Normal"
"忠孝復興、溫馨、機能強、採光優質套房","獨立套房   |  6坪   |  樓層：2/5","11,499 元/月","大安區-市民大道四段","仲介吳先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11270451.html","Normal"
"麟光站、機能強、裝潢、對外窗","獨立套房   |  4坪   |  樓層：頂樓加蓋/5","9,499 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/130人瀏覽","130人","https://rent.591.com.tw/rent-detail-11261072.html","Normal"
"麟光站、機能強、對外窗、裝潢、溫馨","獨立套房   |  5坪   |  樓層：頂樓加蓋/5","10,999 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/36人瀏覽","36人","https://rent.591.com.tw/rent-detail-11260894.html","Normal"
"南京三民、松山車站，機能強，舒適","獨立套房   |  4坪   |  樓層：7/12","9,499 元/月","松山區-基隆路一段","仲介吳先生/6小時內更新/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11233193.html","Normal"
"古亭/台電大樓，套房，獨立陽台，生活機能","獨立套房   |  6坪   |  樓層：頂樓加蓋/4","10,998 元/月","大安區-泰順街16巷","仲介吳先生/6小時內更新/145人瀏覽","145人","https://rent.591.com.tw/rent-detail-11277612.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11261356.html","Normal"
"小巨蛋、機能採光、乾濕分離、住商混","獨立套房   |  9坪   |  樓層：11/12","14,500 元/月","松山區-南京東路四段","仲介吳先生/6小時內更新/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-11263697.html","Normal"
"低價套房/交通/機能佳/可貓/電梯","獨立套房   |  6坪   |  樓層：15/15","9,500 元/月","松山區-長安東路二段","仲介吳先生/6小時內更新/151人瀏覽","151人","https://rent.591.com.tw/rent-detail-11244672.html","Normal"
"六張犁/靜巷/舒適/二樓免爬高","獨立套房   |  4坪   |  樓層：2/4","9,499 元/月","大安區-臥龍街195巷","仲介吳先生/6小時內更新/50人瀏覽","50人","https://rent.591.com.tw/rent-detail-11238604.html","Normal"
"信義安和站一分鐘、廚房、代收垃圾、電梯","獨立套房   |  8坪   |  樓層：5/14","13,000 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11233182.html","Normal"
"師大搶手套房/可寵/上班族學生手刀詢問","獨立套房   |  4坪   |  樓層：3/5","11,800 元/月","大安區-師大路","仲介吳先生/6小時內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11240098.html","Normal"
"信義安和站一分鐘，代收垃圾，大空間，廚房","獨立套房   |  6坪   |  樓層：5/14","11,999 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/1條問答/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11233179.html","Normal"
"麟光站對面/機能好套房/對外窗採光好","獨立套房   |  9坪   |  樓層：5/5","14,500 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11259634.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11261360.html","Normal"
"國父紀念館、忠孝圓環、採光、台水台電","獨立套房   |  6坪   |  樓層：6/7","13,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11270473.html","Normal"
"國父紀念館、忠孝圓環、誠品、採光","獨立套房   |  6坪   |  樓層：6/7","12,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11271207.html","Normal"
"忠孝復興、可貓、採光、垃圾代收","獨立套房   |  7坪   |  樓層：4/4","13,999 元/月","大安區-敦化南路一段160巷","仲介吳先生/6小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11280451.html","Normal"
"大安/信義安和，限女性，新裝潢，獨立陽台","獨立套房   |  7坪   |  樓層：3/4","13,499 元/月","大安區-四維路","仲介吳先生/6小時內更新/81人瀏覽","81人","https://rent.591.com.tw/rent-detail-11282265.html","Normal"
"近捷運古亭站【師大首選】大空間*傢俱齊全","獨立套房   |  7坪   |  樓層：4/4","14,497 元/月","大安區-金山南路二段185巷","仲介羅先生/6小時內更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11248681.html","Normal"
"*六張犁*對外窗*飲水機*生活機能優","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷24號","仲介邰先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11237897.html","Normal"
"*古亭站*對外窗*師大夜市*生活機能佳","獨立套房   |  5.5坪   |  樓層：頂樓加蓋/4","11,000 元/月","大安區-泰順街16巷12號","仲介邰先生/6小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11237846.html","Normal"
"南京三民*獨立洗衣機*對外窗*可養寵","獨立套房   |  5.5坪   |  樓層：4/5","15,000 元/月","松山區-南京東路五段251巷","仲介邰先生/6小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11238482.html","Normal"
"*古亭站*對外窗*師大夜市*生活便利","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷17號","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11213351.html","Normal"
"*六張犁*大對外窗*浴缸*採光好*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介梁先生/6小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11237834.html","Normal"
"*忠孝敦化站*對外窗*垃圾代收*","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介梁先生/6小時內更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11253059.html","Normal"
"*六張犁*對外窗*有浴缸*採光佳*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11237885.html","Normal"
"忠孝敦化站*垃圾代收*採光佳*獨立洗衣機","獨立套房   |  6坪   |  樓層：6/7","12,500 元/月","大安區-仁愛路四段345巷","仲介梁先生/6小時內更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11252955.html","Normal"
"獨立洗衣機*南京復興*小陽台*曬衣空間","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","仲介邰先生/6小時內更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11264332.html","Normal"
"麟光站，採光，二樓免爬高，可影片看房","獨立套房   |  7坪   |  樓層：2/4","11,499 元/月","大安區-樂業街159巷","仲介吳先生/6小時內更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11238258.html","Normal"
"忠孝復興、溫馨、機能強、採光優質套房","獨立套房   |  6坪   |  樓層：2/5","11,499 元/月","大安區-市民大道四段","仲介吳先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11270451.html","Normal"
"麟光站、機能強、裝潢、對外窗","獨立套房   |  4坪   |  樓層：頂樓加蓋/5","9,499 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/130人瀏覽","130人","https://rent.591.com.tw/rent-detail-11261072.html","Normal"
"麟光站、機能強、對外窗、裝潢、溫馨","獨立套房   |  5坪   |  樓層：頂樓加蓋/5","10,999 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/36人瀏覽","36人","https://rent.591.com.tw/rent-detail-11260894.html","Normal"
"南京三民、松山車站，機能強，舒適","獨立套房   |  4坪   |  樓層：7/12","9,499 元/月","松山區-基隆路一段","仲介吳先生/6小時內更新/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11233193.html","Normal"
"古亭/台電大樓，套房，獨立陽台，生活機能","獨立套房   |  6坪   |  樓層：頂樓加蓋/4","10,998 元/月","大安區-泰順街16巷","仲介吳先生/6小時內更新/145人瀏覽","145人","https://rent.591.com.tw/rent-detail-11277612.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11261356.html","Normal"
"小巨蛋、機能採光、乾濕分離、住商混","獨立套房   |  9坪   |  樓層：11/12","14,500 元/月","松山區-南京東路四段","仲介吳先生/6小時內更新/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-11263697.html","Normal"
"低價套房/交通/機能佳/可貓/電梯","獨立套房   |  6坪   |  樓層：15/15","9,500 元/月","松山區-長安東路二段","仲介吳先生/6小時內更新/151人瀏覽","151人","https://rent.591.com.tw/rent-detail-11244672.html","Normal"
"六張犁/靜巷/舒適/二樓免爬高","獨立套房   |  4坪   |  樓層：2/4","9,499 元/月","大安區-臥龍街195巷","仲介吳先生/6小時內更新/50人瀏覽","50人","https://rent.591.com.tw/rent-detail-11238604.html","Normal"
"信義安和站一分鐘、廚房、代收垃圾、電梯","獨立套房   |  8坪   |  樓層：5/14","13,000 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/39人瀏覽","39人","https://rent.591.com.tw/rent-detail-11233182.html","Normal"
"師大搶手套房/可寵/上班族學生手刀詢問","獨立套房   |  4坪   |  樓層：3/5","11,800 元/月","大安區-師大路","仲介吳先生/6小時內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11240098.html","Normal"
"信義安和站一分鐘，代收垃圾，大空間，廚房","獨立套房   |  6坪   |  樓層：5/14","11,999 元/月","大安區-信義路四段","仲介吳先生/6小時內更新/1條問答/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11233179.html","Normal"
"麟光站對面/機能好套房/對外窗採光好","獨立套房   |  9坪   |  樓層：5/5","14,500 元/月","大安區-和平東路三段406巷","仲介吳先生/6小時內更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11259634.html","Normal"
"小巨蛋捷運站、機能強、溫馨套房","獨立套房   |  5.5坪   |  樓層：3/4","10,000 元/月","台北小巨蛋 松山區-南京東路四段133巷","仲介吳先生/6小時內更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11261360.html","Normal"
"國父紀念館、忠孝圓環、採光、台水台電","獨立套房   |  6坪   |  樓層：6/7","13,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11270473.html","Normal"
"國父紀念館、忠孝圓環、誠品、採光","獨立套房   |  6坪   |  樓層：6/7","12,499 元/月","大安區-仁愛路四段345巷","仲介吳先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11271207.html","Normal"
"忠孝復興、可貓、採光、垃圾代收","獨立套房   |  7坪   |  樓層：4/4","13,999 元/月","大安區-敦化南路一段160巷","仲介吳先生/6小時內更新/79人瀏覽","79人","https://rent.591.com.tw/rent-detail-11280451.html","Normal"
"大安/信義安和，限女性，新裝潢，獨立陽台","獨立套房   |  7坪   |  樓層：3/4","13,499 元/月","大安區-四維路","仲介吳先生/6小時內更新/81人瀏覽","81人","https://rent.591.com.tw/rent-detail-11282265.html","Normal"
"近捷運古亭站【師大首選】大空間*傢俱齊全","獨立套房   |  7坪   |  樓層：4/4","14,497 元/月","大安區-金山南路二段185巷","仲介羅先生/6小時內更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11248681.html","Normal"
"*六張犁*對外窗*飲水機*生活機能優","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷24號","仲介邰先生/6小時內更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11237897.html","Normal"
"*古亭站*對外窗*師大夜市*生活機能佳","獨立套房   |  5.5坪   |  樓層：頂樓加蓋/4","11,000 元/月","大安區-泰順街16巷12號","仲介邰先生/6小時內更新/18人瀏覽","18人","https://rent.591.com.tw/rent-detail-11237846.html","Normal"
"南京三民*獨立洗衣機*對外窗*可養寵","獨立套房   |  5.5坪   |  樓層：4/5","15,000 元/月","松山區-南京東路五段251巷","仲介邰先生/6小時內更新/19人瀏覽","19人","https://rent.591.com.tw/rent-detail-11238482.html","Normal"
"*古亭站*對外窗*師大夜市*生活便利","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷17號","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11213351.html","Normal"
"*六張犁*大對外窗*浴缸*採光好*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介梁先生/6小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11237834.html","Normal"
"*忠孝敦化站*對外窗*垃圾代收*","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介梁先生/6小時內更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11253059.html","Normal"
"*六張犁*對外窗*有浴缸*採光佳*大坪數","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介邰先生/6小時內更新/13人瀏覽","13人","https://rent.591.com.tw/rent-detail-11237885.html","Normal"
"忠孝敦化站*垃圾代收*採光佳*獨立洗衣機","獨立套房   |  6坪   |  樓層：6/7","12,500 元/月","大安區-仁愛路四段345巷","仲介梁先生/6小時內更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11252955.html","Normal"
"獨立洗衣機*南京復興*小陽台*曬衣空間","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","仲介邰先生/6小時內更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11264332.html","Normal"
